Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00   20000/20000       std::allocator_traits<std::allocator<std::_List_node<int> > >::allocate(std::allocator<std::_List_node<int> >&, unsigned long) [171]
-----------------------------------------------
                0.00    0.00   20000/20000       void std::__cxx11::list<int, std::allocator<int> >::_M_insert<int const&>(std::_List_iterator<int>, int const&) [177]
[174]    0.0    0.00    0.00   20000         std::__cxx11::_List_base<int, std::allocator<int> >::_M_inc_size(unsigned long) [174]
-----------------------------------------------
                0.00    0.00   20000/20000       std::__cxx11::_List_base<int, std::allocator<int> >::_M_clear() [148]
[175]    0.0    0.00    0.00   20000         std::__cxx11::_List_base<int, std::allocator<int> >::_M_put_node(std::_List_node<int>*) [175]
                0.00    0.00   20000/20000       std::allocator_traits<std::allocator<std::_List_node<int> > >::deallocate(std::allocator<std::_List_node<int> >&, std::_List_node<int>*, unsigned long) [169]
-----------------------------------------------
                0.00    0.00   20000/20000       void std::__cxx11::list<int, std::allocator<int> >::_M_insert<int const&>(std::_List_iterator<int>, int const&) [177]
[176]    0.0    0.00    0.00   20000         std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [176]
                0.00    0.00   20000/20000       std::__cxx11::_List_base<int, std::allocator<int> >::_M_get_node() [173]
                0.00    0.00   20000/40000       std::__cxx11::_List_base<int, std::allocator<int> >::_M_get_Node_allocator() [118]
                0.00    0.00   20000/180016      int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [43]
                0.00    0.00   20000/20000       std::__allocated_ptr<std::allocator<std::_List_node<int> > >::__allocated_ptr(std::allocator<std::_List_node<int> >&, std::_List_node<int>*) [166]
                0.00    0.00   20000/80000       std::_List_node<int>::_M_valptr() [85]
                0.00    0.00   20000/20000       void std::allocator_traits<std::allocator<std::_List_node<int> > >::construct<int, int const&>(std::allocator<std::_List_node<int> >&, int*, int const&) [172]
                0.00    0.00   20000/20000       std::__allocated_ptr<std::allocator<std::_List_node<int> > >::operator=(decltype(nullptr)) [168]
                0.00    0.00   20000/20000       std::__allocated_ptr<std::allocator<std::_List_node<int> > >::~__allocated_ptr() [167]
-----------------------------------------------
                0.00    0.00   20000/20000       std::__cxx11::list<int, std::allocator<int> >::push_back(int const&) [178]
[177]    0.0    0.00    0.00   20000         void std::__cxx11::list<int, std::allocator<int> >::_M_insert<int const&>(std::_List_iterator<int>, int const&) [177]
                0.00    0.00   20000/180016      int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [43]
                0.00    0.00   20000/20000       std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [176]
                0.00    0.00   20000/20000       std::__cxx11::_List_base<int, std::allocator<int> >::_M_inc_size(unsigned long) [174]
-----------------------------------------------
                0.00    0.00   20000/20000       Graph::addEdge(int, int) [157]
[178]    0.0    0.00    0.00   20000         std::__cxx11::list<int, std::allocator<int> >::push_back(int const&) [178]
                0.00    0.00   20000/60000       std::__cxx11::list<int, std::allocator<int> >::end() [96]
                0.00    0.00   20000/20000       void std::__cxx11::list<int, std::allocator<int> >::_M_insert<int const&>(std::_List_iterator<int>, int const&) [177]
-----------------------------------------------
                0.00    0.00   20000/20000       std::__allocated_ptr<std::allocator<std::_List_node<int> > >::__allocated_ptr(std::allocator<std::_List_node<int> >&, std::_List_node<int>*) [166]
[179]    0.0    0.00    0.00   20000         std::allocator<std::_List_node<int> >* std::__addressof<std::allocator<std::_List_node<int> > >(std::allocator<std::_List_node<int> >&) [179]
-----------------------------------------------
                0.00    0.00      96/96          std::vector<int, std::allocator<int> >* std::__relocate_a<std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&) [194]
[180]    0.0    0.00    0.00      96         std::vector<int, std::allocator<int> >* std::__niter_base<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*) [180]
-----------------------------------------------
                0.00    0.00      64/64          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_check_len(unsigned long, char const*) const [205]
[181]    0.0    0.00    0.00      64         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::size() const [181]
-----------------------------------------------
                0.00    0.00      18/52          __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::allocate(unsigned long, void const*) [198]
                0.00    0.00      34/52          __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::max_size() const [185]
[182]    0.0    0.00    0.00      52         __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::_M_max_size() const [182]
-----------------------------------------------
                0.00    0.00       2/37          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_fill_initialize(unsigned long, std::vector<int, std::allocator<int> > const&) [13]
                0.00    0.00       3/37          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~vector() [8]
                0.00    0.00      32/37          void std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_realloc_insert<std::vector<int, std::allocator<int> > const&>(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> > const&) [31]
[183]    0.0    0.00    0.00      37         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_get_Tp_allocator() [183]
-----------------------------------------------
                0.00    0.00      17/34          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::begin() [203]
                0.00    0.00      17/34          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::end() [202]
[184]    0.0    0.00    0.00      34         __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::__normal_iterator(std::vector<int, std::allocator<int> >* const&) [184]
-----------------------------------------------
                0.00    0.00      34/34          std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::max_size(std::allocator<std::vector<int, std::allocator<int> > > const&) [186]
[185]    0.0    0.00    0.00      34         __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::max_size() const [185]
                0.00    0.00      34/52          __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::_M_max_size() const [182]
-----------------------------------------------
                0.00    0.00      34/34          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_S_max_size(std::allocator<std::vector<int, std::allocator<int> > > const&) [187]
[186]    0.0    0.00    0.00      34         std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::max_size(std::allocator<std::vector<int, std::allocator<int> > > const&) [186]
                0.00    0.00      34/34          __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::max_size() const [185]
-----------------------------------------------
                0.00    0.00       2/34          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_S_check_init_len(unsigned long, std::allocator<std::vector<int, std::allocator<int> > > const&) [239]
                0.00    0.00      32/34          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::max_size() const [189]
[187]    0.0    0.00    0.00      34         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_S_max_size(std::allocator<std::vector<int, std::allocator<int> > > const&) [187]
                0.00    0.00      34/34          std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::max_size(std::allocator<std::vector<int, std::allocator<int> > > const&) [186]
                0.00    0.00      34/40072       unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [97]
-----------------------------------------------
                0.00    0.00      32/32          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::max_size() const [189]
[188]    0.0    0.00    0.00      32         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_get_Tp_allocator() const [188]
-----------------------------------------------
                0.00    0.00      32/32          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_check_len(unsigned long, char const*) const [205]
[189]    0.0    0.00    0.00      32         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::max_size() const [189]
                0.00    0.00      32/34          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_S_max_size(std::allocator<std::vector<int, std::allocator<int> > > const&) [187]
